review,emotion
@tweetvisor what happened to my real-time feed? Now friend feed is just like the Twitter website,neutral
"gonna have to eat something, I feel so horrid.  I need a hug!",worry
@LLCOOLDAVE Trying to fix my background,sadness
My arms hurt,neutral
yay new computer to fiddle about with,neutral
"Bears, beets, and... shit, never mind   How about SG1, take-out, and wasabi vodka with ginger ale and lime...",neutral
@Sammysamsam5 That movie made me cryHARDCORE!!!!!  I loved it...,love
"@jocope well, I was under the impression most people have the urge to buy new sofas  To be fair, we're not tiling, we have a man for that",neutral
"@spinallhead Bom dia, Uï¿½tisson!",neutral
yeah.... and im gonna take ur picture off my ipod baby..,worry
I don't remember what i text to twitter to get a list of commands  halp,worry
Be beautiful        http://www.theskinsociety.com,neutral
"@RealHughJackman You were absolutely amazing in the Wolverine  you're sooo beautiful !! you're also such an amazing person, i look up to u",neutral
@JamaicaPanama I'm here if ur here for me!,worry
Sorting out Twitter issues....very frustrated that you can't talk to someone and they respond slowly to issues - capacity the challenges,neutral
wow the last hour of twittering that I've been doing has yet to be sent over to twitter..  guys bare w me...,neutral
cant wait to get home. i hate my job,worry
@bigcitysomeone  I wish I could go. See ya at Warped for sure tho!,worry
@saranw Thank you! You should know that I am both happy and sad (all at the same time) to know that. You've got &quot;The Right Stuff&quot;,worry
@MIssKatherine Omg granddads bday was epic lol. &amp; no i havent heard anything yet so i dont think,worry
http://twitpic.com/4wah5 - haha that's right,neutral
"@Drob114 thanks for rubbing it in, jerk  where are you guys going this weekend?",happiness
@perze my gut feel says its gonna be a boy ababa,worry
its really hot out today  being hairy is gay,worry
http://twitpic.com/66vld - i don't like this bangs! I want my hair back!,neutral
the week just wasnt the same without an adam lambert performance!!!,neutral
Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,neutral
"@selenagomez Hey selena, i'm your brazilian fan, and i love you so much. you're my inspiration, please, reply me",love
@Pink congradts on ur show  Even tho i wasnt there lol,sadness
"Dizzy  I wanna lie die, but those calories aren't gonna just balk because I ignore them.",worry
It wasn't a good day ..,sadness
@CHRISDJMOYLES Sorry to spoil it but he didn't this time,sadness
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",sadness
says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,neutral
Picture Day for 3 YO preschooler. Light blue striped utton down and kahkis.  Wonder what color they will be when I pick him up in 3 hours,sadness
@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!,worry
Kristen i miss you,worry
"@kevinriley Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",neutral
@TDRFarmer Are you going to the game tonight? There is so much excitement today that I'm feeling left out. Have other plans,happiness
Livin on ur own iznt nice at all. I miss my mum,worry
Reached Bangalore!! Now gotta hunt for rooms,worry
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",neutral
@atlteabagged ur not blind  i was just browsing &amp; saw ur tweet &amp; figured i could answer ur query plus i wanted to know too,worry
@Mrsdaughtry Happy Mothers Day!,love
@souljaboytellem Good night,neutral
Yea baby!! Im gonna miss you so much,worry
@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though,happiness
@Orcon DMed you.,neutral
"The Paper Route album is &quot;Absence,&quot; not &quot;Absence While Working on Cabinets.&quot;",neutral
Just had mothers day lunch here  http://twitpic.com/4wfeo,neutral
@kkindlen and @MandaBown thanks  hoping its just allergies and not a nasty flu!,neutral
"Happy Mother's Day to everyone's mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",happiness
half my class just called me retarded it hurt for real,worry
unplugging for the rest of the day.  Have a good one everybody!!,neutral
@lmpotter You're very welcome,neutral
@stellarciarra wasnt it sad?  was the 3d good?,sadness
I'm a new french girl in Twitter! And I speak English very bad,worry
@sera_bishop  sez need to get u to look at my flights again  will email ur work tonite,worry
"@angusmaclean yeah I've been there, my son is two so we go to only the kid friendly places now;) congrats on the baby!",neutral
Is getting more and more excited about thorpe park tomorrow,neutral
"Ouvindo &quot;The Wonders - All my only dreams&quot;, a melhor banda do mundo que nunca existiu. Pra comeï¿½ar bem o dia.",neutral
home from school now. watching that '70 show,neutral
@rookiepaul that doesnt sound like a good situation,neutral
@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.,worry
@BarryManilow Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol,worry
@thesehazeleyz  if you need to talk or vent let me know,neutral
I just had a horrible dream.,sadness
@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....,worry
@PodRED road trip ftw  am playing with trains today so it's all good here,happiness
"@maryjanewatson I'm trying my dang hardest to not watch the movie again until I finish the book, again.",sadness
working from home and ran out of coffee!,neutral
Found out that one great thing about living in Switzerland is the delicious bread - sometimes little things can make a difference,worry
was gonna go to my brothers show but still feeling like poo :**(,neutral
"@joshroyse Josh  Excuse me, but, at what time is it going to begin?",worry
@SarahInMI sounds like a great way to to start mothers day! Enjoy your day,happiness
"And why do they think &quot;how much they want it&quot; is a factor? I really want to be 19 and fit again, but that's just not going to happen",neutral
"@jtimberlake Good luck whit the show tonite man, ill be watching",neutral
ajab chizi shode in blog-am :x che axayi ke migiram man,worry
"@butterflydi i'll be back on it later today, got plenty of gold, but willing to help you out, if you need anything at all",sadness
cramps r eew  shall hug a soft toy to my tummy n zzz the pain away,worry
I'm siiiiiickkk  I dun feel good!!,worry
@shantl Thank you!,neutral
@die_lavish i told diamond to follow you. and why u aitn share the starburst,worry
@da_gurl_cece what up?,neutral
@destroytoday hahah I'll try,neutral
Happy Mother's day!  miss my mom so much... Always will be the best mom ever!,love
"@JohnHLynn Now it let me upload a pic, but I don't have one of myself in the PC",neutral
@sweet19 awesome. lemme see when you're done.,happiness
"mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY'S Chocolate Syrup!",love
"I'm seeing quite a few proto-furries here, now that I think of it.  #acen",sadness
@jasonrockz352 aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,sadness
grrrr youtube wont let me watch the @Jonasbrothers chat again,neutral
@mzunyque thanks. before the major chop.,love
"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",worry
Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list,worry
Good morning! I'm just woke up it's Mother's Day,neutral
Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,love
"@PoisonIvy69 Fine thanks, not long now till Christmas....I'm excited",neutral
@SassySpider follow me too,neutral
@Metal0520 I haven't talked to you since the last day of school!  that's no right.,worry
"I have test tomorrow but i dont study, then i go very bad",neutral
House hunting for next year= No FUN!,neutral
crashing from my WI high...missing mayfield,neutral
"@judyrey Thank you, Judy! Same back at you!",happiness
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",worry
"@Skiingfreak77 and by the way it's short stack, not sway sway  sway sway baby is a song of theirs",sadness
@RSC_Girl123 Tom Petty and the Heartbreakers have my eternal love. Benjamin.  ????????????????????????????????????????????????????????????,love
Choked on her retainers,neutral
"i need to see @betsycon7...now! someone buy me a plane ticket, please?",neutral
@RobbieBarnes weaned myself off it,neutral
@dudboi Well there's nothing to do but to keep swimming. You'll get there eventually,worry
@happylovesChuck I know. But the second problem being: he doesn't REALLY exist still applies. Shame,worry
I wish i had a smartphone with an irc app. That'd be pretty cool.,sadness
@cwbtoad Thanks bro.,neutral
Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,love
@zhayrar Aw you are and you're welcome,neutral
My flip flop just broke...walking in downtown seattle,neutral
@zampeachie PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral
Not looking forward to this long trip in the morning. I'm sick,worry
"@miligosa how fun!! I like the beach, but I tend to get really dark fast.",worry
"must... stop... using... LOL, so much... crap I did it again",worry
@drumzonly yay. das tut trotzdem weh.,neutral
I'm missing one of my diamond earrings. This makes me sad.,sadness
