	review	emotion
1111	Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? http://poprl.com/1vN0	happiness
1112	@vian1309 yeah real hard, but I know you'll get by with it... smile	sadness
1113	@sharonhayes..where is the song?	neutral
1114	tafe was actually quite good. for once	happiness
1115	@LLCOOLDAVE yeah they r. im going to their concert at the end of the month	happiness
1116	@ChaseSanders  if she sees that she will cry! lol	sadness
1117	@TheMrsNikkiSixx  We'll miss you  #Sixx?	worry
1118	@robluketic Hey Mr Luketic! I don't have your number to send by phone.  You can email me at heathfox@heathfox.com if that would be ok.	neutral
1119	New Star Trek movie = Awesomeness. Unnecessary brief underwear scene (pun intended) but besides that, just awesomeness.  #startrek	happiness
1120	@SusanCosmos @speakgirl Thx 4 sharing!	happiness
1121	HAPPY MOTHERS DAY.!	love
1122	@chrishornby Very. I'm ill and attempting to remember lots, and nothing is going in.	sadness
1123	Again, No P.F. Changs for lunch    Booooo	worry
1124	@thisisbenwood -  I wanna go see them in Edinburgh  won't happen though haha , yir lucky! And have funnnn  xxx	sadness
1125	I'm always hungry all the time but now I don't even feel like eating. This is not normal...and my throat's sore. I'm sick	neutral
1126	And apparently I misplaced my iPod, the 30 gb	sadness
1127	I love my Boogah! Can anyone contain Lebron James?  Talk about so sick	happiness
1128	@Vixster25 I cant it... gets pissy if I unplug it when its not finished hahaha	worry
1129	@mrBallistic Right. But Iï¿½m a stickler for correct DPI export and color value  Iï¿½m going to dig in and find out if this is possible	neutral
1130	@darthvader  May the 4th be with you too	neutral
1131	in bed watching Rove	neutral
1132	@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store	worry
1133	@tabbycat224 yay!	love
1134	@luv_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out	neutral
1135	@Kat_KittyKat  so now im bored..untill i go out	sadness
1136	Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  xxx	love
1137	Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry	neutral
1138	@mcosare FIL 461 with cool people like me	neutral
1139	@Ihnatko Huh. I'll have to try that (for no other reason then just to try it	neutral
1140	@greenpolkadot99 u go to profile then ill help u from there cause ur right next to me!!! he he he	happiness
1141	I'm slowly reallizing how this burn I got at work 5 hours ago really sucks	sadness
1142	@dougiemcfly you're ALWAYS awesome, Dougie. have a great gig tonight, wish I were there again  Love you, thanks for yesterday!	love
1143	@Karen230683 good good!!	happiness
1144	going to bed.   goodnight	happiness
1145	owww i think i tore something in my leg	sadness
1146	@ashleepham: just the dinner	neutral
1147	@TerrenceJ106 i wanna join the twit Club......	neutral
1148	@charloro jealous  it looks like schindler's list in toronto	worry
1149	@repressd yeah freakin sucks!!	worry
1150	@Joshuah_Pearson	neutral
1151	Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!	worry
1152	@efefe http://twitpic.com/64g3b - i think so ! well,u're lucky	worry
1153	is so bored	neutral
1154	10 days to recover from ligament damage (from now) will give me about 3 days to train for the 5k	neutral
1155	I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  )	worry
1156	@aplusk oh good luck on the movie	worry
1157	Dear Daniel, good news from Nintendo! They want you as a potential Lotchecktester! Hoffentlich wirds was mit der Stelle	happiness
1158	@jenkellytisdale  good luck  haha i loved your character in the bring it on: in it to win it  movie	sadness
1159	does anyone know where I can watch the prison break tv movie? It's not on itunes	sadness
1160	What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.	sadness
1161	Moment over.... fly now in car	love
1162	PArts of me are starting to feel the effects of over tanning	neutral
1163	Goin to work....	neutral
1164	@lowenstein @jerm_bob7 I'll update you. I had to leave him at the vet for tests and xrays.	worry
1165	@mac40007001 you're welcome	neutral
1166	waiting for @nickyjames to wake up...... hazin a sad	worry
1167	@Macintoshtipz I'm entering your contest	neutral
1168	@raynja yup, our coke blades :B annnd now i only need the blades to make them X). but soon enough, soon enough...	worry
1169	@tyleigh Thanks! Hope you find a job soon!...OH, almost forgot: I landed a role in an indie flick!  My first audition ever lol.	happiness
1170	Im really in the mood to go on a date	love
1171	Hey had some fun with friends !!!!!Now cleaning	happiness
1172	Going home	neutral
1173	@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won	sadness
1174	@HLJx lol thanks!there scary to wear though	worry
1175	@verma it was an awesome talk  find it very true that i am watching the ruby community closely	love
1176	@evylove why no FF for me?	worry
1177	rblpnqte @sheryonstone: &quot;sheesh I am sending one up to you @ladypn.  I think you could use it  lol&quot; RB DELUX... ? http://blip.fm/~5z36j	sadness
1178	It's sunny and I feel really well today!  Yippeee!	happiness
1179	&quot;He was interesting..and brilliant..and mysterious..and perfect..and beautiful..and possibly able to lift full-sized vans with one hand&quot;	love
1180	sitting around doing fuck all....tired	sadness
1181	@patgiblin blah blah blah.... just kidding dude  i've never had anyone offer up their stem cells before haha!	neutral
1182	@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too.	sadness
1183	presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes	neutral
1184	http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.	worry
1185	Wow it's definitely Friday- the gym is completely empty! What to do? I'd like to play the wii but I guess I'll vacuum	worry
1186	@ClareAshford  I blocked him too, lets hope it just goes away forever	worry
1187	@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.	sadness
1188	@Brandiheyy have a Happy Trip!!	love
1189	Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!	neutral
1190	Missed the play	sadness
1191	@tbirdj Oh man, that sucks  I'm sorry, doll.	worry
1192	@enoelle1177 she is all grown up	neutral
1193	@DawnRichard OMG!! I done died and went 2 heaven...thanks so much 4 the response...I'm cryin' right now...Luv ya!!	worry
1194	Ug. Full of cold and in a dark pub. Want to go outside	neutral
1195	Happy Star Wars Day, may the 4th be with you  my lil' 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.	happiness
1196	@taragracee	neutral
1197	Darn these allergies! I don't like this time of year because of this! I never used to have this problem either	sadness
1198	Happy Mothers Day!!!	love
1199	going to bed...with NO sexy time UGHHH!	sadness
1200	@YankeeGirl20 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else	sadness
1201	@coebooth Just got it a few hours ago! So not yet!	happiness
1202	@KellyOlexa hey girl  How you doin? Did ya hear my BIG interview? http://kellyg.roneyzone.com	neutral
1203	i love the feeling of a finishing a 10 page paper	love
1204	@Sadie_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.	happiness
1205	Can anyone eat a Hot Pocket and be completely satisfied?? Not me.	love
1206	Just started raining in earnest... guess golf is off for today...	sadness
1207	Busy day! No time to tweet  Bmore what's happening this weekend?	sadness
1208	Currently uploading wordpress, this'll give the new site a bit more fluidity than blogger does	neutral
1209	july!!!!	neutral
1210	@anshprat yahoo maps! lots more to desire #yahoo	neutral
1211	@philcanty	neutral
1212	Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver.	sadness
1213	@jamie_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao	sadness
1214	@KiwiiKink was it for the vma's? i guess so.. also wanna go to london in june for demi lovato concert, but no one's going with me	sadness
1215	the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i'll miss them (i saw them 1 hour xD) SAD	sadness
1216	@8short_stack8 mady were did u go?  truck did u run away?	worry
1217	@builttofail and the download failed  My phone does not like your phone.	neutral
1218	Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it's in the Mission Viejo mall	sadness
1219	the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED	worry
1220	@joyntheir going to sleep, falling asleep at keyboard. Talk to Monday  take care! Hugs!	neutral
1221	cof Cof Cof!	neutral
1222	@StaceBDU but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!	worry
1223	No u guys! @jonathanrknight said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong	neutral
1224	... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad	sadness
1225	@_iDANCE19 well yes lol ..  i had a chat with them earlier , there just not willing to learn anything else	sadness
1226	I have tummy ache.  Probably not helped by eating /that/ many tic tacs.	sadness
1227	really really getting excited!	happiness
1228	My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me	worry
1229	Happy Mother's day to all beautiful mother. May your love shines the world  Thank you mum.....	neutral
1230	@uyaerdna thanks	happiness
1231	Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title	neutral
1232	@shahpriya nice luke quote  goodluck on the test u have been dreading.	love
1233	@christinerose Congratulations on winning the Indie Award	love
1234	I sure do hope it becomes 4:20 this afternoon ...	neutral
1235	Zs.Nagy presents  http://www.nordugrid.org/manuals.html	worry
1236	noooooooo...another headache...hopefully not a migraine	worry
1237	@peterjrday Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always	happiness
1238	i beat aye to the music hall.  babyy, im like the cinnamon that beat the apple to the apple jacks.	happiness
1239	Seth Green tells WalletPop his secrets of financial success as 'Unbroke' premieres. link was too long	worry
1240	HAPPY MOTHERS' DAY!	love
1241	@griffmiester last time I looked, they were about 400. They gave us a demo, so cool	love
1242	@MeggieMouse what are you going 40 hours with out? i'd say my computer or my phone but i did that last week and i didnt care at all..	sadness
1243	Well, it was very inspirative day. There's no room for design in todays schedule, so i'm heading to bed	happiness
1244	@Ms_Nigeria oh yeah I know  We met when I was taking out the trash, hhaha	happiness
1245	@flickstack hehe i will never thorw out these shoes  i'm listening to varsity fanclub surprise surprise  sway sway baby is awesome	happiness
1246	@anaruba I need carseats	neutral
1247	Anybody else experiencing painful slowdowns with facebook?	worry
1248	@TheComputerNerd so haven't seen any videos the last few days  hope everything is ok...	worry
1249	finally getting sleepy right when the sky brightens ... figures! G'nimorning	anger
1250	@stoya limited web access? i thought europe was a lot more &quot;connected&quot; than we were. regardless, have fun, i've never been to europe	sadness
1251	stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:	worry
1252	Happy STAR WARS Day - May the fourth be with you!	love
1253	@CocaBeenSlinky sorry  LOL	worry
1254	@johncmayer or lester....pitcher for the red sox	worry
1255	@gjr02 I can't work out if you're into diesel or rice burners.	worry
1256	home from work  good night with epic dudes and dudettes	happiness
1257	at dads, watching some mtv and am going on sims2 in a minutee	neutral
1258	Just got a shot on my arm. Eww.	worry
1259	@iamdiddy my lil sister Charese, her best friend passed today	love
1260	Just ate way to many chocolate animal crackers	neutral
1261	Sadness  The top horde guild that I liked disbanded.	sadness
1262	@thecoffeewhore I'm sowwy.   It sucks, I know, I've been there. Yay for half days though!	worry
1263	@zactak I know!  I loved it.	love
1264	@agostino_ http://bit.ly/ngjkN Told you it was probable	neutral
1265	@ruthnin An expense I could do without at the moment	neutral
1266	asda ready meal - i don't think i'll ever be the same again	sadness
1267	@Spandexx hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....	happiness
1268	hello new maccy, welcome to your new home	neutral
1269	@thewrongirl y @sololoy son amor	neutral
1270	@itsgabbith oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code	worry
1271	@djcommish @JuneBug143 Awww hey boo..  i know i miss all of them	worry
1272	Take me with u eric	neutral
1273	@The_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks	love
1274	is getting the kids ready for school before deciding the workout du jour	neutral
1275	Neglecting the boy, apparently... I'm outro, for real life	worry
1276	I want to change my twitter name but I can't think of anything	worry
1277	@XJakeXChaosX they prob are sold out.    all i wanted was to see them for my bday lol	worry
1278	@Krystania thanks.mine wasn't too bad. Made a card for my mom, had a nice nap, finished some work, wrote bills, I have a surprise for you	happiness
1279	@thebraysmommy thx! Hoping it's a good week.	happiness
1280	really annoyed that work appear to have blocked facebook now...	sadness
1281	@theAV8TR dont quit.	sadness
1282	Bank holiday  Off to the station now. Catch you all later.	neutral
1283	I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...	neutral
1284	@jjujuu yeah i did	neutral
1285	@azina too late...now it just hurts.	worry
1286	@McMedia husband is golfing &amp; the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?	happiness
1287	So tired and I don't know why	worry
1288	#millsthemusical  @lauzzaa i hope you've listened to some of these songs, they are so funny :L. i still haven't heard about ticks  x	neutral
1289	twitter is trippin right now with my pic	sadness
1290	third date went well....moving on to fourth!!!!!!	happiness
1291	is having a loungey sunday	love
1292	really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....	sadness
1293	@sandysurap Thanks. They're both so cute. Havent been home for many years so havent seen them in person	worry
1294	@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol	neutral
1295	@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday	sadness
1296	over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud	neutral
1297	@purplish08 hey! Sorry I didn't see ur message to me	worry
1298	Well, Sacramento, I hope you appreciate Rivkah Sass &amp; treat her well. I'll be sitting here in Omaha, pouting	worry
1299	@kimberlyhopkins probably...why not!	love
1300	Sometimes I forget that boys have feelings too	sadness
1301	My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx	worry
1302	happy mothers day to all the baby mommasss! rofl	love
1303	acho q to	worry
1304	Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.	neutral
1305	@stii no, it makes you realise how doomed humanity in USA is	sadness
1306	Ha that was cliche.	neutral
1307	@RacoonResidue (But they're the awesome quotes, not the corney ones!  )P	neutral
1308	i have a crush on someone!	love
1309	Smores plus jacuzzi equals amazing	love
1310	@itstayloryall you didnt include Taylor in the &quot;Follow Friday&quot;	worry
1311	@tuaw In case no one gave you a heads up, AT&amp;T just put out an iPhone app for account management (MyWireless) I'd love to see a review	sadness
1312	i wish i was at the beach already	neutral
1313	@willemss Lol, eBay? You laugh now...juuuuuust wait.	neutral
1314	@lauriedriscoll did you finish twilight? i did! and i wish it wasnt over	sadness
1315	@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!	happiness
1316	@autismvox for me they're not	sadness
1317	@phaoloo Thank you so much phaoloo !!!!	love
1318	Good morning Monday...  I feel as though you came to visit too early... But I am happy to see you none the less.	happiness
1319	PayPal hates me.  It refuses to let me verify my account.	worry
1320	@LiveFreeT because your mean to me and it makes me sad!	sadness
1321	@Wolfie_Rankin  I know! a whole different meat pie back then	neutral
1322	http://pinkpawsforlife.org/ - pets get cancer too.	worry
1323	Weekend is getting close. Too bad I'll be stuck up north  Hopefully I'll be able to get out next weekend for some real life fun.	sadness
1324	@chriscuzzy you seem desperate,that says probly enough	worry
1325	can't help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...]	neutral
1326	I wish I was laying in the sand listening to the waves crash against the shore!!!	sadness
1327	bored well its not like any one can see this i havent got any friends	sadness
1328	#firefly weekend on SciFi channel  I'm a happy man	happiness
1329	Boa tarde, chegay	neutral
1330	Wish I was at sri panwa now	sadness
1331	@Shahrukh_Khan oh please, you don't have to do that to me. Don't bother	worry
1332	Going to bed, night all	neutral
1333	@Elliecopter_ rofl im glad! haha yeah me tew! but usually i get up at the same time and just spend more time on twitter! tehehe!	worry
1334	I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again&lt;3	sadness
1335	i'm at work starving	sadness
1336	@Migg But I can still putt 30 yards longer than you can hit your driver	worry
1337	I &lt;3 Rupert Grint......&amp; of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him	sadness
1338	@summersunrays Bryan hasn't replied about wingnuts	neutral
1339	@aaronob I had it! On my itunes, but then I lost all my songs.	sadness
1340	@goebicyu Thank you very much for the Follow. I have re-followed you also	neutral
1341	@mechellelewis Are you shattered after that long week?  Thats a pity about tomorrow night	worry
1342	has a sore throat	neutral
1343	i havent gotten any prank calls making me laugh in so long.	worry
1344	at least I get to watch over time  Let's go Pens!!	happiness
1345	@summertime_grl love your new profile pic	love
1346	@meerasapra seriously.. it used to spend most of the time in my house..	sadness
1347	My Twitteeeerrr babiieshow Ive missed you  I hate this whole not having a phone thng	worry
1348	Morning all: Looks like no Nintendo Gameboy phone	worry
1349	@JacobLovie cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess	neutral
1350	I HAVE NEW WORK COMING OUT	worry
1351	about to take my mum out for jewellery shopping and a coffee for mothers day	happiness
1352	Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn	neutral
1353	Back from Sweden! It was great, hot and sunshine. Now i am walking around looking red  Back to the writing again!	happiness
1354	@electricdog 140 characters, I find, is rarely enough to elaborate much upon anything.	worry
1355	@Ashleypeaces left.  so sad. waiting for mom to come home. want to have papa johns for dinner.	sadness
1356	@stephaniepratt I Love This Song lol, You're amazing Steph , xoxo	love
1357	Making a milo	neutral
1358	yes! its finally friday, and im stuck doing projects	worry
1359	@speed_ofsound oooooooooook xD que aproveche (: la cancion esta genial	neutral
1360	no luck in goin to forum.. im about the only person on earth not goin out	sadness
1361	Watching ET today!  &lt;3 Supposed to have a clip from New Moon  Hating Drag Me To Hell	neutral
1362	I'm terrified about the surgery next week	worry
1363	Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside	neutral
1364	Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?	neutral
1365	Aw I wish I was in Ireland  @neilhimself	sadness
1366	May the 4th Be with you all!	love
1367	there's nothing worse than getting a text about a dog that was abandoned in your town	worry
1368	@RyanDownie no problem dude - get better soon, I have a cold as well  bleh!	sadness
1369	@TaylorKarney Ugh, did you just say your friend might have swine flu? OMG, why?	worry
1370	but now my feet really hurt...	worry
1371	Wow.. TAGers ROCK!!!  Awesome performance	love
1372	@mousebudden I'ma need you to follow me real quick cause I can't DM you	neutral
1373	@goddessfleur youre so far away, I don't know what to do....	worry
1374	I love being ignored except to be yelled at. I love my life.	love
1375	@dumbblondy too bad - u can always change ur profile pic again	sadness
1376	@KimKardashian You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).	neutral
1377	New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now @Fannish please follow	worry
1378	@marissa110 heyy i finally got one too  oh and good luck on your finals today	sadness
1379	Watching next day air	happiness
1380	I wouldn't mind some sunshine and a walk. Where are you, summer??	sadness
1381	@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN	neutral
1382	My throat hurts	worry
1383	got woken up early AGAIN  I kinda wana just chill today but there's so much to do!	worry
1384	Chillin with my Family. We are getting tacos from Ochoa's, they have the best food in all Washington county	worry
1385	is ONLiNE  http://plurk.com/p/stjdg	worry
1386	@torilovesbradie last thursday or yesterday that sucks i missed it  was it at lunch time ox	sadness
1387	@mcevoy1rachael yupp t's better than people being rude to her  x	worry
1388	@mfhorne why go winchester when my sister doesnt go there any more!   bad times.. x	worry
1389	@gabyrizzo i want pho... i've never had it before.	neutral
1390	@mosaicbooks and now they are one. To become a bigger pain.	neutral
1391	Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.	worry
1392	@natalidelconte I bet you received lots of hit from that tweet; at work i cannot, wish i could	worry
1393	made my dad kool aid and it taste like shit	worry
1394	Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad	sadness
1395	NKU - I can get that app after all!	worry
1396	@ohmyseven @valerie2776 I don't have a subject line on my phone...  just normal texts.	neutral
1397	follow my dad @GeorgieBouy he wont have much fabulous2say,but it will make him feel loved	love
1398	@farrahdy take a medicine	neutral
1399	is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH	love
1400	@3Alexx It is AMAZING!!!  Its gonna get scratched sooo much though  Lol. I have 4 movies and 30 TV Shows on it already!!	neutral
1401	@Cinderell4 bad luck  oh well next time you will be more lucky...	sadness
1402	my mom watched my new video and she actually LOL  Love her! xoxo http://bit.ly/16w6zV	love
1403	might start Spanish...any min now....nope just can't do it! xx	happiness
1404	@AmbitiousMurphy - i sure hope so  it was worth it for me too  loveu.	love
1405	trying to find some friends and not having any luck	sadness
1406	i lost my nintendogs, it's very upsetting.	worry
1407	Looks like no diamond ball for me	worry
1408	Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I'm up! lol	neutral
1409	I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9	love
1410	wishing i was karen from will&amp;grace	neutral
1411	@BlokesLib thats where hitting enter before u check the tweet can get tricky!! I was rude without trying to be. Makes a change!!	neutral
1412	@falkingo Thanks. Have a blessed day too	worry
1413	@DawnRichard have an amazing time with your mommas tomorrow! Show them how much they mean to you  Whatever you do they will love it	love
1414	@timdifford ohhh beautiful place. You on hols? Go steady on the mead!	happiness
1415	@redassyellabone It's time to be all u can be like the reserves....I lost one.	neutral
1416	@AbbyRo good good same sched for me too sadly	sadness
1417	oops i did it again...really shouldnt have.	worry
1418	@DHughesy @rove1974 dudes, c'mon - that's almost the ghey!	worry
1419	@MeMinty Yeah it's afireinside687	neutral
1420	Missing Going To Villa.. Another 2 Months With Out Them	worry
1421	I hope my mom enjoys her Mother's Day gift	happiness
1422	Happy Mother's day !!!! Show some love to your Beautiful and Amazing Mom!!  &lt;3	love
1423	ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!	sadness
1424	hey everyone, guess what? ROONEY ISN'T COMING TODAY!	sadness
1425	@Nkcaump Excellent pic! Wish I were there, but it's a long drive from TN.	sadness
1426	even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha	sadness
1427	eating chicken noodle soup...... its one of those days	worry
1428	@MileyIsAmazing1  take tylenol or advil? whatever one i never get headaches so i dont know which is better	neutral
1429	VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.	sadness
1430	So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!	neutral
1431	arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here	neutral
1432	LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!	worry
1433	hee hallo @questredactie	neutral
1434	I'm craving something salty in my mouth!  Tired of pretzels tho.	sadness
1435	I do amazing at beer pong with my brother	worry
1436	iPhone today! I want to see The Morning Of in Virginia Beach, but I don't think I can get there	worry
1437	@holidayrooms Whoah, slow down, you're filling my screen! Maybe more effective if you spread tweets out?	worry
1438	ARGH!! watching batman	neutral
1439	@steve_berra happy birthday!	happiness
1440	twit, my way out of grad traffic.	worry
1441	@greenlabel aww that's awful. Makes me so sad	sadness
1442	new flat heads	worry
1443	@mcarvin I don't feel too bad, but not sure to what I should attribute that. Could be cold &amp; flu meds; nap; alcohol; or getting better...	worry
1444	@aquafreak123   me too.  it depresses me thinking about it.	sadness
1445	Lying in bed with my most favorit girl in the world. happy mommys day to me.	love
1446	Good morning  I don't think it has stopped raining once for the past three days or so, but who cares?	neutral
1447	@AnnaDiFilippo have fun without me pasty  &lt;33	happiness
1448	@AngySTHB  Its not funny. The bump's not going away.	worry
1449	down in my series with denver on 2k9 3-1	neutral
1450	I can't believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!	worry
1451	Doctor's appointment at 4:30 because my blood pressure is high. Really?! Already?!	worry
1452	promised myself not to eat crisps but im starving and theres nothing else quick to eat	sadness
1453	I am so jealous that @collystringgs got to sleep until 1	neutral
1454	Finished with MTML assignment  But didn't like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!	sadness
1455	nature has just called me  BRB	neutral
1456	Sephora is having a 75% off sale. And I'm so broke  Life isn't fair.	worry
1457	@Monodi what lol?	sadness
1458	To all mothers out there in Twitterland: Happy Mother's Day. I hope your day is a great one.  ~Tara Mae	love
1459	doing chemo	neutral
1460	@john_370 i thought he was off until next week...i think we have another week to do his ohmygod please tell me with have another week	worry
1461	@cheesygiraffe aww. I hope you feel better soon.	worry
1462	In bed now  tonight has been really really funny, best family ever !	love
1463	@StephanieFiler Thanks! That will be you in October	neutral
1464	finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny	neutral
1465	I had a nightmare last night *cry* I think I am scarred for life!	worry
1466	R.i.p. to my lil sis's cousins babyfather Jimmy aka GemStar	sadness
1467	@JuliaBronwyn I accidently dropped it &amp; now the screen is all messed	worry
1468	$RZ Hope so.  Time will tell.  Good luck   $$	neutral
1469	Just got home, doing art all day.. i want to be in a film	worry
1470	aww bless her  give her a chance ..	love
1471	@stephenfry  i didn't get it. although, as it's a religious thing i think i'll let that one slip by...	neutral
1472	omg! i luv u guys, thanks for keepin me entertained, and awake !  .... missinmydgbigtyme	love
1473	@iCharlotte My original non-Yahoo acc. was deleted when they got bought-out  But it's not too bad, I don't receive any Yahoo-spam from it.	worry
1474	@taylorswift13 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove&lt;3	happiness
1475	@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx	sadness
1476	Ok that mother fucking duet was hysterical LOL	happiness
1477	I think I killed my 6-mo old bromeliad. need a new pet plant.. or not.	worry
1478	@PeteTaylor I miss you too!!	sadness
1479	sees the finish line disappearing in a plethora of emails!!!    WAH!	worry
1480	@kamy775 It's gonna be hot here today too. today is Ryan's last day of pre-k. I can't believe it!  I've been a SAHM since I had him!	love
1481	@amor8 tell me what you think of Pride Prejudice and Zombies . . . if you're not all hyped up on sugar	neutral
1482	Hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round	sadness
1483	in school, wants to read Eclipse, 200-and-some-60 pages read	sadness
1484	Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets.	neutral
1485	@nessa665 this creepy guy when I was walking the dog  I've had my fill of creepers for the day	worry
1486	@amylovesjb  mayyyybe	neutral
1487	http://twitpic.com/670rw - i miss my puppy	sadness
1488	@Kevinchinart But I really want a Sporebat pet.	neutral
1489	8 of my 11 followers are random spammers	sadness
1490	HEY! I didn't get my comlementary cherry flavored lip gloss this time, not cool	neutral
1491	@mccy you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!	worry
1492	He still doesn't love me... I won't ask again	worry
1493	happy mum's day! i kinduhh have a major crush on alex johnson from the cab	love
1494	check on ya'll in a bit. im in for a Mother's day haircut. ciao!...	neutral
1495	@gawow: probably not  I want to go home	neutral
1496	@Hoopsiscrazy U think web design wld go down well at the International Brotherhood of Magicians? Maybe. The magic was a success at SXSWi!	happiness
1497	@discombob Yeah, she's done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.	worry
1498	@keheliya Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit.	worry
1499	@UniqueMakis Awesome! Wish I could fly out to see her	happiness
1500	Stupid alarm!! LOL Morning Twiits.....	neutral
1501	Is about to see Adriana off for a month	worry
1502	@robertpwilkins i should have left them alone. now they hurt  so no run and adter i fianly had a shower and washed the paint off ...	worry
1503	Is back in sunny 95 degree weather though	neutral
